# G4Jy_name NED_name                      ncmp_GLEAM centroid_RAJ2000 err_centroid_RAJ2000 centroid_DEJ2000 err_centroid_DEJ2000 centroid_flag morphology ncmp_NVSSorSUMSS confusion_flag angular_size_limit angular_size S_NVSSorSUMSS err_S_NVSSorSUMSS Freq   G4Jy_NVSS_alpha err_G4Jy_NVSS_alpha G4Jy_SUMSS_alpha err_G4Jy_SUMSS_alpha S_1400  err_S_1400 alpha_mid    err_alpha_mid G4Jy_alpha   err_G4Jy_alpha reduced_chi2_G4Jy_alpha total_int_flux_076 err_total_int_flux_076 total_int_flux_084 err_total_int_flux_084 total_int_flux_092 err_total_int_flux_092 total_int_flux_099 err_total_int_flux_099 total_int_flux_107 err_total_int_flux_107 total_int_flux_115 err_total_int_flux_115 total_int_flux_122 err_total_int_flux_122 total_int_flux_130 err_total_int_flux_130 total_int_flux_143 err_total_int_flux_143 total_int_flux_151 err_total_int_flux_151 total_int_flux_158 err_total_int_flux_158 total_int_flux_166 err_total_int_flux_166 total_int_flux_174 err_total_int_flux_174 total_int_flux_181 err_total_int_flux_181 total_int_flux_189 err_total_int_flux_189 total_int_flux_197 err_total_int_flux_197 total_int_flux_204 err_total_int_flux_204 total_int_flux_212 err_total_int_flux_212 total_int_flux_220 err_total_int_flux_220 total_int_flux_227 err_total_int_flux_227 host_flag host_name                              host_RAJ2000 host_DEJ2000 W1mag  err_W1mag W2mag  err_W2mag W3mag  err_W3mag W4mag  err_W4mag eeMaj_allwise eeMin_allwise eePA_allwise Jmag_allwise err_Jmag_allwise Hmag_allwise err_Hmag_allwise Kmag_allwise err_Kmag_allwise ra_LSDR10          dec_LSDR10           mag_g_LSDR10 mag_r_LSDR10 mag_i_LSDR10 mag_z_LSDR10 dered_mag_g_LSDR10 dered_mag_r_LSDR10 dered_mag_i_LSDR10 dered_mag_z_LSDR10 snr_g_LSDR10 snr_r_LSDR10 snr_i_LSDR10 snr_z_LSDR10 psfsize_g_LSDR10 psfsize_r_LSDR10 psfsize_i_LSDR10 psfsize_z_LSDR10 morphtype_LSDR10 sersic_LSDR10 L_151_WperHz err_L_151_WperHz      L_1400_WperHz err_L_1400_WperHz linear_size_limit linear_size_kpc z_origin_flag z_Quality_flag zsp_misc             zsp_DESI zsp_WARN_DESI zph_misc             zph_LSDR8south err_zph_LSDR8south zph_fclean_LSDR8south zph_fqual_LSDR8south zph_ANN_wiseScos ebv_wiseScos NED_RAJ2000 NED_DEJ2000   NED_type z_NED    z_ref_NED          
  "G4Jy 11" "WISEA J000601.86-423441.2"   1          1.50775          1.5                  -42.57786        1.7                  0             single     1                0              ""                 50.1         2.85          0.086             843.0  ""              ""                  -0.66854304      0.017588781          2.1671  0.1461     -0.6392631   0.030269      -0.7568054   0.013797457    1.5104905               13.967122          0.067802265            13.275693          0.052992687            12.634337          0.046544973            11.951             0.045003638            11.38076           0.035469536            10.915234          0.02859231             10.441876          0.02698624             10.14924           0.025463248            9.400148           0.024050541            8.998013           0.021251084            8.540602           0.020714978            8.313418           0.018448712            7.9078474          0.018781392            7.55587            0.017645873            7.3089547          0.016205605            7.132234           0.016301295            6.6882844          0.019062601            6.5498977          0.017865695            6.3918247          0.017429857            6.377289           0.018441403            i         "WISEA J000601.86-423441.2"            1.5077642    -42.578117   14.469 0.028     13.275 0.029     10.122 0.052     7.413  0.135     0.0524        0.0504        119.6        ""           ""               ""           ""               ""           ""               1.507774586896602  -42.57813764558949   20.845474    19.948763    18.976364    19.176178    20.814838          19.928125          18.961191          19.164635          136.76973    243.76027    258.34436    192.97116    1.6052208        1.1857804        0.9907796        1.0749767        SER              6.0           1.006174E28  8.556344E25           2.30042E27    1.882071E26       ""                323.2399        8.0           5.0            ""                   ""       ""            0.5569999814033508   0.557          0.367              1                     0                    ""               ""           1.5077626   -42.578117    IrS      ""       ""                 
  "G4Jy 12" "PKS 0003-83"                 1          1.549953         1.5                  -83.099142       1.7                  0             double     2                0              ""                 62.338       3.303         0.08              843.0  ""              ""                  -0.7263101       0.014297634          2.5116  0.1538     -0.6838718   0.02755       ""           ""             ""                      15.621364          0.17241573             16.465488          0.12995738             15.734778          0.126088               13.04029           0.14955847             15.625055          0.088248156            14.50651           0.06993649             13.496089          0.05735344             13.14506           0.05559738             11.598764          0.052087195            11.51738           0.049852736            11.539708          0.04756339             11.261232          0.05188088             10.664277          0.048705053            10.552933          0.047236126            10.280102          0.047073342            9.886259           0.051294904            9.716239           0.053545434            9.645202           0.05218502             9.610405           0.056806885            8.852525           0.05822914             i         "WISEA J000616.50-830608.0"            1.5687824    -83.10223    13.894 0.025     13.291 0.026     10.961 0.076     8.002  0.14      0.0463        0.0446        36.1         16.235       0.123            15.467       0.184            14.688       0.112            1.568523786853862  -83.10220468712038   18.963955    17.44729     16.891256    16.59433     18.357357          17.038677          16.59079           16.36577           348.7521     966.6533     1147.103     601.24475    1.7124112        1.5483824        1.546753         1.8028612        SER              5.4404955     ""           ""                    3.868898E26   2.608569E25       ""                232.564         3.0           1.0            0.2347               ""       ""            0.22171099           ""             ""                 ""                    ""                   0.22171099       0.181        1.5687824   -83.10223     G        0.2347   2024ApJS..271....8G
  "G4Jy 13" "FBQS J0006-0004"             1          1.59417          0.45                 -0.07364         0.6                  0             single     1                0              <                  17.1         3.898         0.117             1400.0 -0.6341264      0.013504382         ""               ""                   3.898   0.117      -0.6341264   0.013504      -0.65422255  0.013763267    0.35281178              24.507977          0.11074253             23.369528          0.082276344            21.923704          0.07651513             20.60637           0.07602763             20.247925          0.057029538            19.244884          0.048427198            18.478128          0.043942824            17.608232          0.043834552            16.55944           0.037084483            16.000662          0.034772217            15.485754          0.03387645             15.037507          0.033526916            14.852242          0.034971293            14.294391          0.034068413            13.798414          0.032913085            13.457626          0.033058994            12.900176          0.029205414            12.583824          0.028974213            12.287553          0.02649964             12.032251          0.028041132            i         "WISEA J000622.60-000424.3"            1.5941979    -0.0734178   15.299 0.041     14.245 0.049     11.165 0.165     8.398  ""        0.0951        0.0897        142.5        ""           ""               ""           ""               ""           ""               1.594191092209678  -0.0734595669571033  20.17408     19.840376    20.121908    19.867506    20.030157          19.74343           20.05062           19.813278          403.77994    401.3013     172.50203    181.63681    1.6731865        1.2291249        1.2217243        1.0963467        PSF              0.0           5.690555E28  6.45787E26            1.367979E28   5.371687E26       <                 134.7992        8.0           5.0            ""                   ""       ""            0.9390000104904175   0.939          0.294              1                     1                    ""               ""           1.5941958   -0.073416665  QSO      1.036576 2016SDSSD.C...0000:
  "G4Jy 14" "WISEA J000707.12+053609.6"   1          1.783031         0.5                  5.599951         0.67                 0             double     3                1              ""                 160.69       0.806         0.022             1400.0 -0.7217287      0.012850629         ""               ""                   0.806   0.022      -0.7217287   0.012851      -0.8277481   0.016204944    0.1662174               6.929816           0.10552167             6.5110993          0.08674902             5.9479833          0.07903544             5.5666246          0.0723667              5.2281976          0.06301819             4.989344           0.052191738            4.6829166          0.049093515            4.46023            0.045998115            4.098975           0.03737214             4.0212             0.03483639             3.7816231          0.032739438            3.6216             0.031520247            3.496374           0.03836391             3.467087           0.036819275            3.2879095          0.033525076            3.1700559          0.0395934              3.1125388          0.037311878            2.975932           0.035103943            2.8684556          0.035246               2.802161           0.038762376            i         "WISEA J000707.12+053609.6"            1.7796792    5.60267      14.903 0.057     14.446 0.081     12.384 0.504     7.802  ""        0.1523        0.0972        133.6        ""           ""               ""           ""               ""           ""               1.779937332668484  5.602621437512735    19.551098    18.587284    18.113653    17.946537    19.42848           18.504688          18.052917          17.900337          231.12355    415.39517    235.83011    281.02686    1.5432591        1.4824668        1.1904211        1.4051383        SER              3.5306072     ""           ""                    ""            ""                " "               ""              10.0          5.0            ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           1.7796792   5.6026692     IrS      0.216    2023MNRAS.518.4290S
  "G4Jy 15" "WISEA J000727.68+220414.4"   1          1.86613          0.42                 22.07053         0.6                  0             single     1                0              <                  24.7         0.816         0.028             1400.0 -0.73759854     0.015936792         ""               ""                   0.816   0.028      -0.73759854  0.015937      -0.9125305   0.022850655    0.7673329               7.560355           0.13364722             6.8765235          0.10685257             6.492147           0.089940205            5.8206253          0.08661741             5.5757427          0.07375959             5.3507037          0.06512285             4.984631           0.06343235             4.9300585          0.054656476            4.510653           0.041657057            4.2175417          0.03861915             4.019725           0.03260049             3.918735           0.03250758             3.6586456          0.06719502             3.597929           0.067991346            3.2380173          0.06305414             3.181098           0.104889475            3.1190658          0.0347053              3.0127113          0.0332035              2.7554684          0.03228379             2.7891855          0.031092362            i         "WISEA J000727.68+220414.4"            1.86536      22.070667    14.188 0.029     13.069 0.029     10.625 0.134     8.013  0.287     0.0552        0.0549        142.6        ""           ""               ""           ""               ""           ""               1.865378354254805  22.07065875309661    20.175915    19.352163    Infinity     18.652191    20.00328           19.235874          Infinity           18.587145          196.7026     211.14029    0.0          202.9994     1.6856933        1.8789754        0.0              1.8529365        REX              1.0           5.074442E27  9.861446E25           9.085165E26   3.783836E25       <                 159.5026        4.0           1.0            0.558                0.55796  0             0.5799999833106995   0.58           0.309              1                     1                    ""               ""           1.8653584   22.070667     UvS      ""       ""                 
  "G4Jy 16" "WISEA J000739.26-640558.6"   1          1.91458          1.5                  -64.09953        1.7                  0             single     1                0              ""                 48.5         0.551         0.017             843.0  ""              ""                  -1.2356435       0.018158652          0.419   0.0285     -1.0771878   0.030647      -1.1862516   0.01471559     1.8494073               9.617798           0.096857004            8.718296           0.072238               8.02676            0.06705353             7.1706114          0.068131626            6.655551           0.04071417             6.3107014          0.034243204            5.8796363          0.03130116             5.451413           0.028161814            4.8321548          0.026391746            4.613098           0.02285901             4.303281           0.02188204             4.025964           0.020016402            3.8697183          0.021284342            3.6783767          0.02248745             3.4693067          0.020351313            3.263819           0.022337928            3.0578318          0.02458195             2.9009707          0.023150906            2.7707627          0.02170855             2.562246           0.023239037            i         "WISEA J000739.26-640558.6"            1.913592     -64.09962    16.57  0.066     15.844 0.113     12.324 0.349     8.762  ""        0.189         0.171         119.6        ""           ""               ""           ""               ""           ""               ""                 ""                   ""           ""           ""           ""           ""                 ""                 ""                 ""                 ""           ""           ""           ""           ""               ""               ""               ""               ""               ""            ""           ""                    ""            ""                " "               ""              ""            ""             ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           1.9135916   -64.09962     RadioS   ""       ""                 
  "G4Jy 17" "3C 003"                      1          2.12217          0.45                 -5.97936         0.6                  0             single     1                0              <                  16.1         1.322         0.04              1400.0 -0.80572635     0.013649321         ""               ""                   1.322   0.04       -0.80572635  0.013649      -0.66651547  0.014093012    0.633062                12.131401          0.09124536             11.537251          0.073378645            11.003408          0.06722801             10.217039          0.060228784            9.943363           0.054672353            9.443212           0.04436962             9.084029           0.040040396            8.6451435          0.038508825            8.270015           0.028027583            7.9522614          0.024759123            7.6988974          0.023256702            7.469662           0.021692472            7.3121133          0.024210818            7.0842505          0.022669692            6.874491           0.020221652            6.615055           0.021050798            6.3202252          0.02518996             6.148597           0.026030874            5.962636           0.022615831            5.826316           0.024256049            i         "WISEA J000829.30-055845.2"            2.122099     -5.979226    13.698 0.026     12.74  0.026     9.921  0.063     7.316  0.15      0.0474        0.0463        105.3        16.875       0.187            15.88        0.21             15.167       0.177            2.122095093795493  -5.979387484831127   19.484367    18.206388    17.892807    17.350586    19.378403          18.13501           17.84032           17.31066           446.50067    868.2347     710.4914     787.75824    1.5564095        1.3329146        1.2355663        1.2399427        SER              0.7769539     1.123364E27  6.738056E24           1.921234E26   6.364369E24       <                 58.376          8.0           5.0            ""                   ""       ""            0.22599999606609344  0.226          0.066              1                     1                    ""               ""           2.1220992   -5.979226     G        ""       ""                 
  "G4Jy 18" "4C +12.03"                   1          2.468724         0.44                 12.740562        0.6                  0             double     3                0              ""                 114.547      2.017         0.045             1400.0 -0.6851203      0.010197967         ""               ""                   2.017   0.045      -0.6851203   0.010198      -0.95705974  0.014363167    0.37957898              17.231365          0.12429487             16.12625           0.100072294            14.60448           0.09226664             13.6931505         0.09429542             12.846749          0.067143716            12.020068          0.0566619              11.329895          0.0522742              10.628898          0.047167663            9.758667           0.04348834             9.275145           0.04011691             8.888174           0.03798304             8.458628           0.037874945            8.061465           0.056253083            7.70052            0.05459803             7.379849           0.05282182             6.842329           0.0637043              6.8879156          0.046173625            6.626211           0.044893324            6.352634           0.04491257             6.1555004          0.047263052            i         "WISEA J000952.60+124404.7"            2.4691746    12.734641    13.367 0.026     13.173 0.031     11.768 0.248     9.065  0.531     0.0518        0.0499        116.8        15.375       0.063            14.569       0.059            14.044       0.078            2.469214441632809  12.73462807851794    18.081278    16.866863    Infinity     16.025158    17.792755          16.67251           Infinity           15.916447          698.38403    807.885      0.0          1353.5245    1.5504503        1.1794702        0.0              1.5536934        DEV              4.0           2.066205E24  9.23344E21            4.481088E23   1.004396E22       ""                23.4952         8.0           5.0            ""                   ""       ""            0.009999999776482582 0.01           0.512              0                     0                    ""               ""           2.469175    12.734642     G        0.156    1984MNRAS.209..159P
  "G4Jy 19" "PKS 0007-439"                1          2.51425          1.5                  -43.65461        1.7                  0             single     1                1              ""                 70.0         0.998         0.03              843.0  ""              ""                  -0.8385701       0.017684713          0.7589  0.0511     -0.770561    0.030272      -0.9069844   0.014471021    0.8810426               7.459777           0.07829747             6.867815           0.056773677            6.490569           0.0497985              6.084461           0.045338936            5.6717515          0.036242705            5.410773           0.031705428            5.0852437          0.026839202            4.842493           0.023820993            4.5048995          0.023136536            4.221018           0.020042093            4.0558624          0.018715758            3.8936422          0.017810073            3.6734567          0.017891921            3.4966137          0.016076395            3.3465645          0.014748462            3.2367208          0.014782465            3.05758            0.016967244            3.0028148          0.017428396            2.8911548          0.016751885            2.8625507          0.01725499             i         "WISEA J001003.38-433918.7"            2.514113     -43.65522    15.983 0.051     15.467 0.093     12.697 ""        9.127  ""        0.1422        0.1321        134.1        ""           ""               ""           ""               ""           ""               2.51400721247128   -43.6554675420243    23.524265    21.666798    20.834341    20.431314    23.502005          21.651802          20.823315          20.422926          20.353954    90.274956    94.09581     91.83046     1.5650343        1.1890423        1.0670706        1.0695077        REX              1.0           7.906609E27  9.685371E25           1.325216E27   1.113584E26       ""                491.9417        8.0           5.0            ""                   ""       ""            0.671999990940094    0.672          0.111              1                     1                    ""               ""           2.5141125   -43.655224    RadioS   ""       ""                 
  "G4Jy 20" "WISEA J001030.14-442257.1"   1          2.62729          1.5                  -44.3825         1.7                  0             single     1                0              ""                 48.5         3.365         0.101             843.0  ""              ""                  -0.8463146       0.01745809           2.5587  0.1721     -0.77654135  0.030182      -0.94974685  0.01368816     0.4033279               26.628479          0.0865278              24.348991          0.06438381             22.862707          0.054976974            21.130594          0.04939232             19.340109          0.03830038             18.236027          0.03261739             17.196083          0.029713852            16.481075          0.026242847            15.252985          0.023494327            14.423002          0.018691897            13.62701           0.018010082            13.055908          0.018842392            12.428951          0.0188183              11.8814745         0.016821258            11.351933          0.016152855            10.962175          0.016358403            10.448489          0.019478478            10.10033           0.019012524            9.737552           0.017957503            9.539905           0.018668806            i         "WISEA J001030.14-442257.1"            2.6256206    -44.38253    17.092 0.108     16.506 0.224     11.735 0.204     8.921  0.423     0.309         0.2743        136.9        ""           ""               ""           ""               ""           ""               2.625536434549921  -44.38262239352202   24.850752    24.037457    23.097332    22.843256    24.81925           24.016237          23.081728          22.831387          8.126396     8.743778     12.547955    8.188119     1.5486771        1.2353679        1.1178491        0.9943801        REX              1.0           ""           ""                    ""            ""                " "               ""              ""            ""             ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           2.6256208   -44.38253     IrS      ""       ""                 
  "G4Jy 21" "WISEA J001218.59-332206.0"   1          3.07483          0.5                  -33.36606        0.6                  0             single     1                0              <                  19.0         0.851         0.025             1400.0 -0.90663785     0.013269563         ""               ""                   0.851   0.025      -0.90663785  0.01327       -0.82367206  0.014044563    0.5685022               10.542224          0.07730702             10.0007305         0.06250688             9.477733           0.05532469             8.880209           0.05145039             8.3911             0.041377176            7.9420104          0.034644455            7.5513563          0.0315103              7.1985216          0.03122465             6.641738           0.024937404            6.4089274          0.021643488            6.0087175          0.020377114            5.7471395          0.01850586             5.5718675          0.016379071            5.3119597          0.01621982             5.1446066          0.014434606            5.027568           0.014418485            4.8090315          0.016815515            4.7003927          0.016638666            4.57231            0.015963355            4.438386           0.017037336            i         "WISEA J001218.59-332206.0"            3.0774806    -33.368347   12.017 0.025     12.065 0.023     12.138 0.305     8.843  ""        0.0441        0.0418        78.5         12.549       0.026            12.097       0.026            12.107       0.026            3.077508892155806  -33.36836753793402   14.135064    13.963004    13.878134    13.611923    14.096882          13.937284          13.859221          13.597537          3874.6416    1915.7086    1535.4307    1238.7976    1.2555131        1.1571223        1.0907198        1.0922463        PSF              0.0           ""           ""                    ""            ""                " "               ""              ""            ""             ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           3.0774803   -33.368347    UvS      ""       ""                 
